country,tag,count,freq
ALB,VB6,4,0.00032932652725177014
ALB,VBA,6,0.0004939897908776552
ALB,VBScript,1,8.233163181294254e-05
ALB,XSLT,16,0.0013173061090070806
ALB,iOS,85,0.006998188704100116
ALB,iPhone,37,0.0030462703770788736
AND,AWK,2,0.0049382716049382715
AND,Android,4,0.009876543209876543
AND,Bash,1,0.0024691358024691358
AND,C,5,0.012345679012345678
AND,C++,7,0.01728395061728395
AND,CSS,2,0.0049382716049382715
AND,HTML,5,0.012345679012345678
AND,Java,27,0.06666666666666667
AND,JavaScript,4,0.009876543209876543
AND,Objective-C,4,0.009876543209876543
AND,Other,299,0.7382716049382716
AND,PHP,10,0.024691358024691357
AND,Python,1,0.0024691358024691358
AND,Ruby,15,0.037037037037037035
AND,SQL,5,0.012345679012345678
AND,iOS,11,0.027160493827160494
AND,iPhone,3,0.007407407407407408
ARE,ASP.NET,1491,0.018183370326105515
ARE,AWK,16,0.0001951267104075709
ARE,ActionScript,80,0.0009756335520378546
ARE,Android,2613,0.03186663089343642
ARE,Assembly,5,6.097709700236591e-05
ARE,Bash,52,0.0006341618088246054
ARE,BlackBerry,103,0.0012561281982487378
ARE,C,228,0.0027805556233078854
ARE,C#,2836,0.03458620941974194
ARE,C++,410,0.005000121954194005
ARE,CSS,1222,0.01490280250737823
ARE,CUDA,3,3.6586258201419547e-05
ARE,CoffeeScript,14,0.00017073587160662456
ARE,Dart,4,4.8781677601892727e-05
ARE,Delphi,23,0.0002804946462108832
ARE,Erlang,22,0.00026829922681041
ARE,F#,34,0.0004146442596160882
ARE,Flash,80,0.0009756335520378546
ARE,Flex,110,0.00134149613405205
ARE,Fortran,1,1.2195419400473182e-05
ARE,Go,31,0.00037805800141466864
ARE,Groovy,18,0.00021951754920851728
ARE,HTML,1777,0.021671260274640846
ARE,Haskell,11,0.000134149613405205
ARE,Java,1940,0.023659113636917972
ARE,JavaScript,3201,0.039037537500914654
ARE,LaTeX,1,1.2195419400473182e-05
ARE,Lisp,1,1.2195419400473182e-05
ARE,Lua,4,4.8781677601892727e-05
ARE,MATLAB,21,0.00025610380740993685
ARE,Objective-C,918,0.011195395009634382
ARE,Other,54485,0.6644674260347814
ARE,PHP,4127,0.050330495865752826
ARE,Pascal,2,2.4390838800946363e-05
ARE,Perl,36,0.00043903509841703456
ARE,PowerShell,22,0.00026829922681041
ARE,Python,724,0.008829483645942583
ARE,R,85,0.0010366106490402205
ARE,Ruby,248,0.003024464011317349
ARE,Rust,13,0.00015854045220615136
ARE,SASS,11,0.000134149613405205
ARE,SQL,1467,0.01789068026049416
ARE,SVG,24,0.00029269006561135637
ARE,Scala,14,0.00017073587160662456
ARE,Scheme,2,2.4390838800946363e-05
ARE,Silverlight,53,0.0006463572282250787
ARE,Smalltalk,1,1.2195419400473182e-05
ARE,Swift,388,0.0047318227273835944
ARE,Tcl,1,1.2195419400473182e-05
ARE,TypeScript,14,0.00017073587160662456
ARE,VB.NET,322,0.003926925046952365
ARE,VB6,16,0.0001951267104075709
ARE,VBA,62,0.0007561160028293373
ARE,VBScript,30,0.00036586258201419547
ARE,XSLT,72,0.0008780701968340691
ARE,iOS,1503,0.018329715358911192
ARE,iPhone,1006,0.012268591916876022
ARG,ASP.NET,1971,0.009199318568994889
ARG,AWK,77,0.0003593848451611398
ARG,ActionScript,512,0.0023896758535390072
ARG,Android,4067,0.0189820540944202
ARG,Assembly,73,0.00034071550255536625
ARG,Bash,456,0.0021283050570581785
ARG,BlackBerry,78,0.00036405218081258313
ARG,C,1647,0.007687101817927236
ARG,C#,6259,0.029212853842384076
ARG,C++,2741,0.012793167020606287
ARG,COBOL,22,0.00010268138433175422
ARG,CSS,2693,0.012569134909337004
ARG,CUDA,14,6.534269912020723e-05
ARG,Clojure,99,0.000462066229492894
ARG,CoffeeScript,137,0.0006394249842477422
ARG,D,7,3.2671349560103614e-05
ARG,Dart,6,2.8004013908660243e-05
ARG,Delphi,154,0.0007187696903222796
ARG,Erlang,44,0.00020536276866350844
ARG,F#,11,5.134069216587711e-05
ARG,Flash,329,0.00153555342932487
ARG,Flex,173,0.0008074490676997036
ARG,Fortran,8,3.733868521154699e-05
ARG,Go,91,0.000424727544281347
ARG,Groovy,180,0.0008401204172598072
ARG,HTML,3534,0.01649436419220088
ARG,Haskell,46,0.00021469743996639518
ARG,Java,7143,0.033338778558260014
ARG,JavaScript,7924,0.03698396770203729
ARG,Julia,2,9.334671302886747e-06
ARG,LaTeX,27,0.00012601806258897107
ARG,Lisp,14,6.534269912020723e-05
ARG,Lua,21,9.801404868031084e-05
ARG,MATLAB,236,0.001101491213740636
ARG,Mathematica,427,0.0019929523231663206
ARG,Objective-C,813,0.0037945438846234626
ARG,Other,151521,0.7071993652423514
ARG,PHP,5975,0.027887330517374156
ARG,Pascal,14,6.534269912020723e-05
ARG,Perl,197,0.0009194651233343446
ARG,PowerShell,48,0.00022403211126928194
ARG,Python,3087,0.014408065156005694
ARG,R,436,0.002034958344029311
ARG,Ruby,1655,0.007724440503138783
ARG,Rust,5,2.3336678257216868e-05
ARG,SASS,61,0.0002847074747380458
ARG,SQL,5299,0.024732211616998435
ARG,SVG,94,0.0004387295512356771
ARG,Scala,362,0.0016895755058225013
ARG,Scheme,7,3.2671349560103614e-05
ARG,Silverlight,119,0.0005554129425217614
ARG,Smalltalk,75,0.000350050173858253
ARG,Swift,192,0.0008961284450771278
ARG,Tcl,6,2.8004013908660243e-05
ARG,TypeScript,53,0.0002473687895264988
ARG,VB.NET,433,0.0020209563370749807
ARG,VB6,75,0.000350050173858253
ARG,VBA,250,0.0011668339128608435
ARG,VBScript,36,0.00016802408345196145
ARG,XSLT,53,0.0002473687895264988
ARG,iOS,1325,0.00618421973816247
ARG,iPhone,841,0.003925229282863877
ARM,ASP.NET,178,0.004187348561481098
ARM,AWK,6,0.00014114658072408195
ARM,ActionScript,70,0.0016467101084476229
ARM,Android,842,0.019807570161612834
ARM,Assembly,19,0.0004469641722929262
ARM,Bash,70,0.0016467101084476229
ARM,C,473,0.011127055447081794
ARM,C#,1312,0.03086405231833259
ARM,C++,2561,0.06024606553906232
ARM,CSS,594,0.013973511491684115
ARM,CUDA,14,0.00032934202168952457
ARM,Clojure,1,2.3524430120680328e-05
ARM,CoffeeScript,3,7.057329036204097e-05
ARM,D,1,2.3524430120680328e-05
ARM,Erlang,4,9.409772048272131e-05
ARM,Flash,70,0.0016467101084476229
ARM,Flex,26,0.0006116351831376885
ARM,Go,1,2.3524430120680328e-05
ARM,Groovy,9,0.00021171987108612293
ARM,HTML,829,0.019501752570043992
ARM,Haskell,7,0.00016467101084476229
ARM,Java,975,0.02293631936766332
ARM,JavaScript,1974,0.04643722505822297
ARM,LaTeX,2,4.7048860241360656e-05
ARM,Lua,1,2.3524430120680328e-05
ARM,MATLAB,7,0.00016467101084476229
ARM,Mathematica,3,7.057329036204097e-05
ARM,Objective-C,511,0.012020983791667647
ARM,Other,28520,0.6709167470418029
ARM,PHP,1220,0.02869980474723
ARM,Pascal,4,9.409772048272131e-05
ARM,Perl,31,0.0007292573337410901
ARM,PowerShell,11,0.0002587687313274836
ARM,Python,218,0.0051283257663083115
ARM,R,36,0.0008468794843444917
ARM,Ruby,50,0.0011762215060340164
ARM,SASS,3,7.057329036204097e-05
ARM,SQL,521,0.01225622809287445
ARM,SVG,20,0.00047048860241360655
ARM,Scala,2,4.7048860241360656e-05
ARM,Scheme,2,4.7048860241360656e-05
ARM,Silverlight,143,0.0033639935072572865
ARM,Swift,50,0.0011762215060340164
ARM,Tcl,93,0.0021877720012232703
ARM,TypeScript,18,0.00042343974217224587
ARM,VB.NET,43,0.0010115504951892541
ARM,VB6,2,4.7048860241360656e-05
ARM,VBA,4,9.409772048272131e-05
ARM,VBScript,1,2.3524430120680328e-05
ARM,XSLT,2,4.7048860241360656e-05
ARM,iOS,684,0.016090710202545343
ARM,iPhone,268,0.006304547272342327
ASM,ASP.NET,1,0.1
ASM,C#,2,0.2
ASM,JavaScript,2,0.2
ASM,Other,4,0.4
ASM,Perl,1,0.1
ATG,ASP.NET,2,0.05714285714285714
ATG,C#,5,0.14285714285714285
ATG,CSS,2,0.05714285714285714
ATG,HTML,2,0.05714285714285714
ATG,JavaScript,1,0.02857142857142857
ATG,Other,20,0.5714285714285714
ATG,PHP,2,0.05714285714285714
ATG,Ruby,1,0.02857142857142857
AUS,ASP.NET,14977,0.00989961576773414
AUS,AWK,263,0.00017383981751446076
AUS,ActionScript,2326,0.0015374578537590711
AUS,Android,15070,0.00996108764236853
AUS,Assembly,638,0.0004217102797499086
AUS,Bash,2001,0.0013226367864883498
AUS,BlackBerry,94,6.21328625336856e-05
AUS,C,9710,0.006418192502149863
AUS,C#,54625,0.03610646399896357
AUS,C++,17702,0.011700807793311728
AUS,COBOL,36,2.3795564374602995e-05
AUS,CSS,16481,0.01089374156827311
AUS,CUDA,310,0.00020490624878130356
AUS,Clojure,766,0.0005063167308596081
AUS,CoffeeScript,370,0.00024456552273897523
AUS,D,36,2.3795564374602995e-05
AUS,Dart,131,8.658941480758312e-05
AUS,Delphi,1483,0.0009802450546537844
AUS,Erlang,303,0.00020027933348624186
AUS,F#,877,0.0005796863876813007
AUS,Flash,1997,0.0013199928348911717
AUS,Flex,1611,0.001064851505763484
AUS,Fortran,454,0.00030008850627971553
AUS,Go,1151,0.0007607970720880013
AUS,Groovy,473,0.00031264727636631155
AUS,HTML,20811,0.013755819172218414
AUS,Haskell,1331,0.0008797748939610163
AUS,Java,69395,0.045869255271543743
AUS,JavaScript,41117,0.027177839455293094
AUS,Julia,111,7.336965682169257e-05
AUS,LaTeX,313,0.00020688921247918714
AUS,Lisp,142,9.386028169982292e-05
AUS,Lua,353,0.00023332872845096826
AUS,MATLAB,797,0.0005268073557377385
AUS,Mathematica,402,0.0002657171355164001
AUS,Objective-C,10691,0.0070666216313577945
AUS,Other,1083153,0.7159510260845655
AUS,PHP,31695,0.020950011468140052
AUS,Pascal,38,2.5117540173192048e-05
AUS,Perl,1747,0.0011547458600675397
AUS,PowerShell,1348,0.0008910116882490232
AUS,Python,24512,0.01620213538750746
AUS,R,7414,0.004900564285369628
AUS,Ruby,12743,0.008422968800710166
AUS,Rust,715,0.00047260634799558724
AUS,SASS,328,0.00021680403096860506
AUS,SQL,14678,0.009701980385845077
AUS,SVG,551,0.0003642043325112847
AUS,Scala,2185,0.0014442585599585428
AUS,Scheme,86,5.684495933932938e-05
AUS,Silverlight,2143,0.0014164970681881726
AUS,Smalltalk,57,3.767631025978807e-05
AUS,Swift,3185,0.0021052464592530703
AUS,Tcl,31,2.0490624878130355e-05
AUS,TypeScript,2756,0.0018216826504557182
AUS,VB.NET,4136,0.0027338459514821664
AUS,VB6,487,0.00032190110695643495
AUS,VBA,2940,0.0019433044239259112
AUS,VBScript,604,0.00039923669117389467
AUS,XSLT,1302,0.000860606244881475
AUS,iOS,14741,0.009743622623500632
AUS,iPhone,9964,0.006586083428570673
AUT,ASP.NET,1934,0.005577505407354001
AUT,AWK,104,0.00029992790194664743
AUT,ActionScript,338,0.0009747656813266042
AUT,Android,7459,0.021511175198269648
AUT,Assembly,113,0.00032588320115356886
AUT,Bash,651,0.0018774333093006489
AUT,BlackBerry,88,0.00025378514780100936
AUT,C,1670,0.004816149963950973
AUT,C#,10730,0.03094448449891853
AUT,C++,4544,0.013104542177361211
AUT,COBOL,5,1.4419610670511897e-05
AUT,CSS,3388,0.00977072819033886
AUT,CUDA,61,0.00017591925018024514
AUT,Clojure,78,0.00022494592645998557
AUT,CoffeeScript,67,0.0001932227829848594
AUT,D,12,3.460706560922855e-05
AUT,Dart,2423,0.006987743330930065
AUT,Delphi,171,0.0004931506849315068
AUT,Erlang,36,0.00010382119682768565
AUT,F#,122,0.0003518385003604903
AUT,Flash,198,0.0005710165825522711
AUT,Flex,168,0.00048449891852919973
AUT,Fortran,295,0.0008507570295602019
AUT,Go,139,0.00040086517664023074
AUT,Groovy,471,0.0013583273251622206
AUT,HTML,4396,0.01267772170151406
AUT,Haskell,372,0.0010728190338860852
AUT,Java,11487,0.033127613554434034
AUT,JavaScript,8456,0.02438644556596972
AUT,Julia,2,5.7678442682047585e-06
AUT,LaTeX,95,0.000273972602739726
AUT,Lisp,13,3.749098774333093e-05
AUT,Lua,64,0.00018457101658255227
AUT,MATLAB,442,0.0012746935832732517
AUT,Mathematica,29,8.3633741888969e-05
AUT,Objective-C,1863,0.005372746935832733
AUT,Other,255665,0.7373179524152847
AUT,PHP,8096,0.023348233597692863
AUT,Pascal,9,2.5955299206921414e-05
AUT,Perl,334,0.0009632299927901947
AUT,PowerShell,147,0.0004239365537130497
AUT,Python,3986,0.011495313626532083
AUT,R,1400,0.004037490987743331
AUT,Ruby,2054,0.005923576063446287
AUT,Rust,25,7.209805335255949e-05
AUT,SASS,105,0.0003028118240807498
AUT,SQL,3516,0.010139870223503966
AUT,SVG,157,0.00045277577505407353
AUT,Scala,529,0.0015255948089401587
AUT,Scheme,12,3.460706560922855e-05
AUT,Silverlight,180,0.0005191059841384283
AUT,Smalltalk,4,1.1535688536409517e-05
AUT,Swift,753,0.0021715933669790915
AUT,Tcl,20,5.767844268204759e-05
AUT,TypeScript,874,0.0025205479452054796
AUT,VB.NET,847,0.002442682047584715
AUT,VB6,52,0.00014996395097332372
AUT,VBA,419,0.001208363374188897
AUT,VBScript,114,0.00032876712328767124
AUT,XSLT,117,0.00033741888968997835
AUT,iOS,3183,0.009179524152847873
AUT,iPhone,1668,0.004810382119682768
AZE,ASP.NET,316,0.017159923975020364
AZE,AWK,3,0.0001629106706489275
AZE,ActionScript,12,0.00065164268259571
AZE,Android,305,0.01656258484930763
AZE,Bash,34,0.0018463209340211784
AZE,C,16,0.0008688569101276133
AZE,C#,1023,0.05555253869128428
AZE,C++,67,0.003638338311159381
AZE,CSS,191,0.010371979364648384
AZE,CoffeeScript,3,0.0001629106706489275
AZE,Delphi,34,0.0018463209340211784
AZE,Flash,10,0.0005430355688297583
AZE,Flex,28,0.0015204995927233234
AZE,Go,1,5.4303556882975834e-05
AZE,Groovy,7,0.00038012489818083084
AZE,HTML,370,0.02009231604670106
AZE,Haskell,3,0.0001629106706489275
AZE,Java,509,0.0276405104534347
AZE,JavaScript,813,0.04414879174585935
AZE,MATLAB,2,0.00010860711376595167
AZE,Objective-C,51,0.0027694814010317675
AZE,Other,12871,0.698941080640782
AZE,PHP,901,0.04892750475156123
AZE,Pascal,6,0.000325821341297855
AZE,Perl,2,0.00010860711376595167
AZE,PowerShell,2,0.00010860711376595167
AZE,Python,84,0.00456149877816997
AZE,R,1,5.4303556882975834e-05
AZE,Ruby,154,0.008362747759978278
AZE,SASS,1,5.4303556882975834e-05
AZE,SQL,375,0.020363833831115938
AZE,SVG,2,0.00010860711376595167
AZE,Scala,4,0.00021721422753190334
AZE,Silverlight,25,0.0013575889220743959
AZE,Swift,27,0.0014661960358403475
AZE,TypeScript,2,0.00010860711376595167
AZE,VB.NET,23,0.0012489818083084442
AZE,VBA,3,0.0001629106706489275
AZE,VBScript,1,5.4303556882975834e-05
AZE,iOS,75,0.0040727667662231876
AZE,iPhone,58,0.0031496062992125984
BDI,Android,1,0.00641025641025641
BDI,Java,13,0.08333333333333333
BDI,JavaScript,2,0.01282051282051282
BDI,Other,129,0.8269230769230769
BDI,PHP,3,0.019230769230769232
BDI,Python,7,0.04487179487179487
BDI,R,1,0.00641025641025641
BEL,ASP.NET,3818,0.008329878913494055
BEL,AWK,87,0.0001898112795898331
BEL,ActionScript,787,0.0017170284716919385
BEL,Android,6284,0.013710046907385186
BEL,Assembly,388,0.0008465146721937384
BEL,Bash,720,0.0015708519690193084
BEL,BlackBerry,26,5.6725209992363914e-05
BEL,C,2136,0.004660194174757282
BEL,C#,16471,0.03593542053016254
BEL,C++,7578,0.01653321697392822
BEL,COBOL,14,3.054434384204211e-05
BEL,CSS,6332,0.013814770371986473
BEL,CUDA,51,0.00011126868113886767
BEL,Clojure,94,0.00020508345151085415
BEL,CoffeeScript,111,0.0002421730118904767
BEL,D,88,0.00019199301843569324
BEL,Dart,73,0.000159266935747791
BEL,Delphi,1067,0.0023279153485327806
BEL,Erlang,76,0.00016581215228537145
BEL,F#,38,8.290607614268573e-05
BEL,Flash,570,0.0012435911421402857
BEL,Flex,1048,0.0022864623104614378
BEL,Fortran,37,8.072433729682557e-05
BEL,Go,112,0.0002443547507363369
BEL,Groovy,144,0.00031417039380386165
BEL,HTML,7815,0.017050289080397078
BEL,Haskell,317,0.0006916112141376677
BEL,Java,17879,0.03900730882513363
BEL,JavaScript,15231,0.033230064361295955
BEL,Julia,5,1.0908694229300753e-05
BEL,LaTeX,97,0.0002116286680484346
BEL,Lisp,38,8.290607614268573e-05
BEL,Lua,276,0.0006021599214574016
BEL,MATLAB,780,0.0017017562997709175
BEL,Mathematica,11,2.3999127304461655e-05
BEL,Objective-C,1821,0.003972946438311334
BEL,Other,327436,0.7143798407330643
BEL,PHP,12468,0.027201919930184358
BEL,Pascal,17,3.708956037962256e-05
BEL,Perl,359,0.000783244245663794
BEL,PowerShell,838,0.0018282971528308062
BEL,Python,4891,0.010670884695101997
BEL,R,1902,0.004149667284826007
BEL,Ruby,4036,0.008805497981891567
BEL,Rust,57,0.00012435911421402858
BEL,SASS,117,0.0002552634449656376
BEL,SQL,4673,0.010195265626704484
BEL,SVG,184,0.0004014399476382677
BEL,Scala,653,0.0014246754663466783
BEL,Scheme,64,0.00013963128613504963
BEL,Silverlight,358,0.0007810625068179339
BEL,Smalltalk,61,0.00013308606959746918
BEL,Swift,633,0.0013810406894294754
BEL,Tcl,14,3.054434384204211e-05
BEL,TypeScript,246,0.000536707756081597
BEL,VB.NET,1596,0.0034820551979928
BEL,VB6,68,0.00014835824151849023
BEL,VBA,573,0.0012501363586778663
BEL,VBScript,89,0.0001941747572815534
BEL,XSLT,303,0.0006610668702956256
BEL,iOS,2832,0.0061786844114759465
BEL,iPhone,1462,0.0031897021926475403
BEN,ASP.NET,4,0.006837606837606838
BEN,Android,10,0.017094017094017096
BEN,C,1,0.0017094017094017094
BEN,C#,4,0.006837606837606838
BEN,C++,5,0.008547008547008548
BEN,CSS,5,0.008547008547008548
BEN,HTML,5,0.008547008547008548
BEN,Java,32,0.0547008547008547
BEN,JavaScript,28,0.04786324786324787
BEN,Other,436,0.7452991452991453
BEN,PHP,34,0.05811965811965812
BEN,Perl,3,0.005128205128205128
BEN,Python,3,0.005128205128205128
BEN,R,1,0.0017094017094017094
BEN,SQL,8,0.013675213675213675
BEN,iOS,6,0.010256410256410256
BFA,ASP.NET,4,0.007407407407407408
BFA,Android,2,0.003703703703703704
BFA,Bash,1,0.001851851851851852
BFA,C#,2,0.003703703703703704
BFA,CSS,3,0.005555555555555556
BFA,Delphi,1,0.001851851851851852
BFA,HTML,6,0.011111111111111112
BFA,Java,3,0.005555555555555556
BFA,JavaScript,35,0.06481481481481481
BFA,Lua,3,0.005555555555555556
BFA,MATLAB,1,0.001851851851851852
BFA,Other,412,0.762962962962963
BFA,PHP,3,0.005555555555555556
BFA,Python,34,0.06296296296296296
BFA,R,1,0.001851851851851852
BFA,Ruby,1,0.001851851851851852
BFA,SQL,6,0.011111111111111112
BFA,VB.NET,20,0.037037037037037035
BFA,VB6,1,0.001851851851851852
BFA,iPhone,1,0.001851851851851852
BGD,ASP.NET,1514,0.007422187143046234
BGD,AWK,66,0.0003235563747959389
BGD,ActionScript,176,0.000862816999455837
BGD,Android,8317,0.04077300559360339
BGD,Assembly,27,0.00013236397150742955
BGD,Bash,751,0.0036816793556325774
BGD,BlackBerry,33,0.00016177818739796944
BGD,C,1407,0.006897633626331606
BGD,C#,3748,0.018374080192957255
BGD,C++,1738,0.008520317869626391
BGD,CSS,3569,0.01749655608555615
BGD,CUDA,12,5.8828431781079796e-05
BGD,Clojure,4,1.9609477260359933e-05
BGD,CoffeeScript,8,3.9218954520719866e-05
BGD,D,1,4.902369315089983e-06
BGD,Delphi,8,3.9218954520719866e-05
BGD,Erlang,4,1.9609477260359933e-05
BGD,F#,9,4.4121323835809846e-05
BGD,Flash,107,0.0005245535167146282
BGD,Flex,47,0.0002304113578092292
BGD,Fortran,4,1.9609477260359933e-05
BGD,Go,42,0.0002058995112337793
BGD,Groovy,27,0.00013236397150742955
BGD,HTML,5514,0.027031664403406166
BGD,Haskell,5,2.4511846575449916e-05
BGD,Java,6720,0.032943921797404685
BGD,JavaScript,9628,0.047200011765686355
BGD,LaTeX,7,3.431658520562988e-05
BGD,Lisp,7,3.431658520562988e-05
BGD,Lua,8,3.9218954520719866e-05
BGD,MATLAB,71,0.0003480682213713888
BGD,Mathematica,6,2.9414215890539898e-05
BGD,Objective-C,1469,0.007201580523867185
BGD,Other,132367,0.6489119191305158
BGD,PHP,12693,0.06222577371643715
BGD,Pascal,1,4.902369315089983e-06
BGD,Perl,109,0.0005343582553448081
BGD,PowerShell,13,6.373080109616978e-05
BGD,Python,2849,0.013966850178691361
BGD,R,60,0.000294142158905399
BGD,Ruby,1749,0.00857424393209238
BGD,Rust,3,1.4707107945269949e-05
BGD,SASS,20,9.804738630179966e-05
BGD,SQL,4485,0.021987126378178574
BGD,SVG,31,0.00015197344876778947
BGD,Scala,43,0.00021080188054886927
BGD,Scheme,5,2.4511846575449916e-05
BGD,Silverlight,42,0.0002058995112337793
BGD,Swift,476,0.002333527793982832
BGD,Tcl,10,4.902369315089983e-05
BGD,TypeScript,49,0.00024021609643940916
BGD,VB.NET,180,0.000882426476716197
BGD,VB6,27,0.00013236397150742955
BGD,VBA,123,0.0006029914257560679
BGD,VBScript,19,9.314501698670968e-05
BGD,XSLT,9,4.4121323835809846e-05
BGD,iOS,2382,0.011677443708544339
BGD,iPhone,1184,0.00580440526906654
BGR,ASP.NET,5104,0.02019115133869232
BGR,AWK,19,7.516298499905057e-05
BGR,ActionScript,198,0.0007832774226216849
BGR,Android,4360,0.017247927083992656
BGR,Assembly,58,0.00022944490157604912
BGR,Bash,256,0.001012722324197734
BGR,BlackBerry,11,4.351541236787138e-05
BGR,C,1519,0.006009082853345149
BGR,C#,14085,0.05571950756376986
BGR,C++,2828,0.011187416925121842
BGR,CSS,2327,0.009205487689094247
BGR,CUDA,8,3.1647572631179186e-05
BGR,Clojure,107,0.00042328628394202163
BGR,CoffeeScript,37,0.00014637002341920375
BGR,D,5,1.9779732894486993e-05
BGR,Dart,25,9.889866447243496e-05
BGR,Delphi,285,0.0011274447749857585
BGR,Erlang,18,7.120703842015318e-05
BGR,F#,33,0.00013054623710361416
BGR,Flash,143,0.000565700360782328
BGR,Flex,141,0.0005577884676245332
BGR,Fortran,5,1.9779732894486993e-05
BGR,Go,41,0.00016219380973479333
BGR,Groovy,78,0.0003085638331539971
BGR,HTML,3705,0.014656782074814861
BGR,Haskell,42,0.00016614975631369075
BGR,Java,11630,0.04600765871257675
BGR,JavaScript,8821,0.03489540477245395
BGR,LaTeX,11,4.351541236787138e-05
BGR,Lisp,18,7.120703842015318e-05
BGR,Lua,36,0.00014241407684030636
BGR,MATLAB,50,0.00019779732894486992
BGR,Mathematica,3,1.1867839736692196e-05
BGR,Objective-C,679,0.0026860877270713335
BGR,Other,180409,0.7136883663523008
BGR,PHP,6883,0.027228780302550794
BGR,Pascal,9,3.560351921007659e-05
BGR,Perl,115,0.00045493385657320085
BGR,PowerShell,74,0.0002927400468384075
BGR,Python,1305,0.005162510285461105
BGR,R,21,8.307487815684538e-05
BGR,Ruby,832,0.0032913475536426357
BGR,SASS,62,0.0002452686878916387
