country,tag,count,pct
AGO,HTML,8,1.9184652278177459
AGO,Haskell,1,0.23980815347721823
AGO,Java,4,0.9592326139088729
AGO,JavaScript,11,2.6378896882494005
AGO,Objective-C,2,0.47961630695443647
AGO,Other,305,73.14148681055156
AGO,PHP,9,2.158273381294964
AGO,Python,3,0.7194244604316546
AGO,Ruby,38,9.112709832134293
AGO,SASS,1,0.23980815347721823
AGO,SQL,10,2.3980815347721824
AGO,iOS,4,0.9592326139088729
AGO,iPhone,1,0.23980815347721823
AIA,CSS,62,14.385150812064966
AIA,HTML,60,13.921113689095128
AIA,JavaScript,96,22.273781902552205
AIA,Other,204,47.33178654292343
AIA,SASS,4,0.9280742459396751
AIA,SVG,5,1.160092807424594
ALB,ASP.NET,202,1.6630989626214392
ALB,AWK,1,0.008233163181294254
ALB,ActionScript,5,0.04116581590647127
ALB,Android,253,2.082990284867446
ALB,Assembly,3,0.02469948954388276
ALB,Bash,16,0.13173061090070806
ALB,BlackBerry,7,0.05763214226905977
ALB,C,24,0.19759591635106208
ALB,C#,379,3.120368845710522
ALB,C++,48,0.39519183270212416
ALB,CSS,351,2.889840276634283
ALB,CoffeeScript,4,0.032932652725177015
ALB,Delphi,56,0.4610571381524782
ALB,Flash,7,0.05763214226905977
ALB,Flex,4,0.032932652725177015
ALB,Groovy,1,0.008233163181294254
ALB,HTML,481,3.9601514902025357
ALB,Java,195,1.6054668203523794
ALB,JavaScript,687,5.656183105549152
ALB,Julia,1,0.008233163181294254
ALB,MATLAB,1,0.008233163181294254
ALB,Objective-C,28,0.2305285690762391
ALB,Other,7852,64.64679729952248
ALB,PHP,903,7.43454635270871
ALB,Perl,9,0.07409846863164828
ALB,PowerShell,1,0.008233163181294254
ALB,Python,47,0.3869586695208299
ALB,R,1,0.008233163181294254
ALB,Ruby,34,0.2799275481640046
ALB,SASS,5,0.04116581590647127
ALB,SQL,348,2.8651407870904
ALB,SVG,7,0.05763214226905977
ALB,Silverlight,1,0.008233163181294254
ALB,Swift,8,0.06586530545035403
ALB,TypeScript,1,0.008233163181294254
ALB,VB.NET,26,0.2140622427136506
ALB,VB6,4,0.032932652725177015
ALB,VBA,6,0.04939897908776552
ALB,VBScript,1,0.008233163181294254
ALB,XSLT,16,0.13173061090070806
ALB,iOS,85,0.6998188704100116
ALB,iPhone,37,0.30462703770788735
AND,AWK,2,0.49382716049382713
AND,Android,4,0.9876543209876543
AND,Bash,1,0.24691358024691357
AND,C,5,1.2345679012345678
AND,C++,7,1.728395061728395
AND,CSS,2,0.49382716049382713
AND,HTML,5,1.2345679012345678
AND,Java,27,6.666666666666667
AND,JavaScript,4,0.9876543209876543
AND,Objective-C,4,0.9876543209876543
AND,Other,299,73.82716049382717
AND,PHP,10,2.4691358024691357
AND,Python,1,0.24691358024691357
AND,Ruby,15,3.7037037037037037
AND,SQL,5,1.2345679012345678
AND,iOS,11,2.7160493827160495
AND,iPhone,3,0.7407407407407407
ARE,ASP.NET,1491,1.8183370326105515
ARE,AWK,16,0.01951267104075709
ARE,ActionScript,80,0.09756335520378547
ARE,Android,2613,3.1866630893436425
ARE,Assembly,5,0.006097709700236592
ARE,Bash,52,0.06341618088246055
ARE,BlackBerry,103,0.12561281982487377
ARE,C,228,0.27805556233078854
ARE,C#,2836,3.4586209419741945
ARE,C++,410,0.5000121954194005
ARE,CSS,1222,1.4902802507378228
ARE,CUDA,3,0.0036586258201419548
ARE,CoffeeScript,14,0.017073587160662457
ARE,Dart,4,0.004878167760189273
ARE,Delphi,23,0.02804946462108832
ARE,Erlang,22,0.026829922681041
ARE,F#,34,0.04146442596160882
ARE,Flash,80,0.09756335520378547
ARE,Flex,110,0.134149613405205
ARE,Fortran,1,0.0012195419400473182
ARE,Go,31,0.037805800141466867
ARE,Groovy,18,0.02195175492085173
ARE,HTML,1777,2.1671260274640844
ARE,Haskell,11,0.0134149613405205
ARE,Java,1940,2.365911363691797
ARE,JavaScript,3201,3.903753750091466
ARE,LaTeX,1,0.0012195419400473182
ARE,Lisp,1,0.0012195419400473182
ARE,Lua,4,0.004878167760189273
ARE,MATLAB,21,0.02561038074099368
ARE,Objective-C,918,1.1195395009634381
ARE,Other,54485,66.44674260347813
ARE,PHP,4127,5.033049586575283
ARE,Pascal,2,0.0024390838800946364
ARE,Perl,36,0.04390350984170346
ARE,PowerShell,22,0.026829922681041
ARE,Python,724,0.8829483645942584
ARE,R,85,0.10366106490402205
ARE,Ruby,248,0.30244640113173493
ARE,Rust,13,0.015854045220615138
ARE,SASS,11,0.0134149613405205
ARE,SQL,1467,1.7890680260494158
ARE,SVG,24,0.029269006561135638
ARE,Scala,14,0.017073587160662457
ARE,Scheme,2,0.0024390838800946364
ARE,Silverlight,53,0.06463572282250786
ARE,Smalltalk,1,0.0012195419400473182
ARE,Swift,388,0.4731822727383595
ARE,Tcl,1,0.0012195419400473182
ARE,TypeScript,14,0.017073587160662457
ARE,VB.NET,322,0.3926925046952365
ARE,VB6,16,0.01951267104075709
ARE,VBA,62,0.07561160028293373
ARE,VBScript,30,0.036586258201419544
ARE,XSLT,72,0.08780701968340691
ARE,iOS,1503,1.8329715358911194
ARE,iPhone,1006,1.2268591916876022
ARG,ASP.NET,1971,0.919931856899489
ARG,AWK,77,0.03593848451611398
ARG,ActionScript,512,0.23896758535390072
ARG,Android,4067,1.89820540944202
ARG,Assembly,73,0.034071550255536626
ARG,Bash,456,0.21283050570581782
ARG,BlackBerry,78,0.036405218081258316
ARG,C,1647,0.7687101817927237
ARG,C#,6259,2.9212853842384074
ARG,C++,2741,1.2793167020606286
ARG,COBOL,22,0.010268138433175422
ARG,CSS,2693,1.2569134909337005
ARG,CUDA,14,0.006534269912020723
ARG,Clojure,99,0.0462066229492894
ARG,CoffeeScript,137,0.06394249842477422
ARG,D,7,0.0032671349560103617
ARG,Dart,6,0.002800401390866024
ARG,Delphi,154,0.07187696903222796
ARG,Erlang,44,0.020536276866350844
ARG,F#,11,0.005134069216587711
ARG,Flash,329,0.153555342932487
ARG,Flex,173,0.08074490676997036
ARG,Fortran,8,0.003733868521154699
ARG,Go,91,0.0424727544281347
ARG,Groovy,180,0.08401204172598073
ARG,HTML,3534,1.6494364192200883
ARG,Haskell,46,0.021469743996639517
ARG,Java,7143,3.333877855826002
ARG,JavaScript,7924,3.698396770203729
ARG,Julia,2,0.0009334671302886747
ARG,LaTeX,27,0.012601806258897109
ARG,Lisp,14,0.006534269912020723
ARG,Lua,21,0.009801404868031084
ARG,MATLAB,236,0.11014912137406362
ARG,Mathematica,427,0.19929523231663204
ARG,Objective-C,813,0.37945438846234625
ARG,Other,151521,70.71993652423514
ARG,PHP,5975,2.788733051737416
ARG,Pascal,14,0.006534269912020723
ARG,Perl,197,0.09194651233343445
ARG,PowerShell,48,0.022403211126928193
ARG,Python,3087,1.4408065156005694
ARG,R,436,0.2034958344029311
ARG,Ruby,1655,0.7724440503138783
ARG,Rust,5,0.002333667825721687
ARG,SASS,61,0.02847074747380458
ARG,SQL,5299,2.473221161699844
ARG,SVG,94,0.04387295512356771
ARG,Scala,362,0.16895755058225012
ARG,Scheme,7,0.0032671349560103617
ARG,Silverlight,119,0.055541294252176146
ARG,Smalltalk,75,0.0350050173858253
ARG,Swift,192,0.08961284450771277
ARG,Tcl,6,0.002800401390866024
ARG,TypeScript,53,0.02473687895264988
ARG,VB.NET,433,0.20209563370749808
ARG,VB6,75,0.0350050173858253
ARG,VBA,250,0.11668339128608433
ARG,VBScript,36,0.016802408345196144
ARG,XSLT,53,0.02473687895264988
ARG,iOS,1325,0.618421973816247
ARG,iPhone,841,0.39252292828638774
ARM,ASP.NET,178,0.4187348561481098
ARM,AWK,6,0.014114658072408196
ARM,ActionScript,70,0.1646710108447623
ARM,Android,842,1.9807570161612835
ARM,Assembly,19,0.04469641722929262
ARM,Bash,70,0.1646710108447623
ARM,C,473,1.1127055447081795
ARM,C#,1312,3.086405231833259
ARM,C++,2561,6.0246065539062315
ARM,CSS,594,1.3973511491684114
ARM,CUDA,14,0.03293420216895246
ARM,Clojure,1,0.002352443012068033
ARM,CoffeeScript,3,0.007057329036204098
ARM,D,1,0.002352443012068033
ARM,Erlang,4,0.009409772048272131
ARM,Flash,70,0.1646710108447623
ARM,Flex,26,0.06116351831376885
ARM,Go,1,0.002352443012068033
ARM,Groovy,9,0.021171987108612293
ARM,HTML,829,1.950175257004399
ARM,Haskell,7,0.01646710108447623
ARM,Java,975,2.293631936766332
ARM,JavaScript,1974,4.643722505822296
ARM,LaTeX,2,0.004704886024136066
ARM,Lua,1,0.002352443012068033
ARM,MATLAB,7,0.01646710108447623
ARM,Mathematica,3,0.007057329036204098
ARM,Objective-C,511,1.2020983791667648
ARM,Other,28520,67.09167470418029
ARM,PHP,1220,2.869980474723
ARM,Pascal,4,0.009409772048272131
ARM,Perl,31,0.07292573337410901
ARM,PowerShell,11,0.02587687313274836
ARM,Python,218,0.5128325766308311
ARM,R,36,0.08468794843444917
ARM,Ruby,50,0.11762215060340163
ARM,SASS,3,0.007057329036204098
ARM,SQL,521,1.225622809287445
ARM,SVG,20,0.04704886024136065
ARM,Scala,2,0.004704886024136066
ARM,Scheme,2,0.004704886024136066
ARM,Silverlight,143,0.3363993507257287
ARM,Swift,50,0.11762215060340163
ARM,Tcl,93,0.21877720012232704
ARM,TypeScript,18,0.042343974217224585
ARM,VB.NET,43,0.1011550495189254
ARM,VB6,2,0.004704886024136066
ARM,VBA,4,0.009409772048272131
ARM,VBScript,1,0.002352443012068033
ARM,XSLT,2,0.004704886024136066
ARM,iOS,684,1.6090710202545344
ARM,iPhone,268,0.6304547272342328
ASM,ASP.NET,1,10.0
ASM,C#,2,20.0
ASM,JavaScript,2,20.0
ASM,Other,4,40.0
ASM,Perl,1,10.0
ATG,ASP.NET,2,5.714285714285714
ATG,C#,5,14.285714285714286
ATG,CSS,2,5.714285714285714
ATG,HTML,2,5.714285714285714
ATG,JavaScript,1,2.857142857142857
ATG,Other,20,57.142857142857146
ATG,PHP,2,5.714285714285714
ATG,Ruby,1,2.857142857142857
AUS,ASP.NET,14977,0.989961576773414
AUS,AWK,263,0.017383981751446075
AUS,ActionScript,2326,0.15374578537590713
AUS,Android,15070,0.9961087642368531
AUS,Assembly,638,0.04217102797499086
AUS,Bash,2001,0.13226367864883498
AUS,BlackBerry,94,0.00621328625336856
AUS,C,9710,0.6418192502149863
AUS,C#,54625,3.610646399896357
AUS,C++,17702,1.1700807793311727
AUS,COBOL,36,0.0023795564374602994
AUS,CSS,16481,1.089374156827311
AUS,CUDA,310,0.020490624878130356
AUS,Clojure,766,0.05063167308596082
AUS,CoffeeScript,370,0.024456552273897522
AUS,D,36,0.0023795564374602994
AUS,Dart,131,0.008658941480758311
AUS,Delphi,1483,0.09802450546537844
AUS,Erlang,303,0.020027933348624186
AUS,F#,877,0.05796863876813007
AUS,Flash,1997,0.13199928348911716
AUS,Flex,1611,0.1064851505763484
AUS,Fortran,454,0.030008850627971553
AUS,Go,1151,0.07607970720880013
AUS,Groovy,473,0.03126472763663116
AUS,HTML,20811,1.3755819172218413
AUS,Haskell,1331,0.08797748939610163
AUS,Java,69395,4.586925527154374
AUS,JavaScript,41117,2.7177839455293094
AUS,Julia,111,0.007336965682169257
AUS,LaTeX,313,0.020688921247918716
AUS,Lisp,142,0.009386028169982292
AUS,Lua,353,0.023332872845096823
AUS,MATLAB,797,0.052680735573773854
AUS,Mathematica,402,0.02657171355164001
AUS,Objective-C,10691,0.7066621631357795
AUS,Other,1083153,71.59510260845654
AUS,PHP,31695,2.0950011468140053
AUS,Pascal,38,0.002511754017319205
AUS,Perl,1747,0.11547458600675398
AUS,PowerShell,1348,0.08910116882490232
AUS,Python,24512,1.6202135387507461
AUS,R,7414,0.4900564285369628
AUS,Ruby,12743,0.8422968800710166
AUS,Rust,715,0.04726063479955873
AUS,SASS,328,0.021680403096860507
AUS,SQL,14678,0.9701980385845076
AUS,SVG,551,0.036420433251128474
AUS,Scala,2185,0.14442585599585428
AUS,Scheme,86,0.005684495933932937
AUS,Silverlight,2143,0.14164970681881728
AUS,Smalltalk,57,0.0037676310259788072
AUS,Swift,3185,0.21052464592530704
AUS,Tcl,31,0.0020490624878130356
AUS,TypeScript,2756,0.18216826504557182
AUS,VB.NET,4136,0.2733845951482166
AUS,VB6,487,0.032190110695643495
AUS,VBA,2940,0.19433044239259112
AUS,VBScript,604,0.03992366911738947
AUS,XSLT,1302,0.0860606244881475
AUS,iOS,14741,0.9743622623500632
AUS,iPhone,9964,0.6586083428570673
AUT,ASP.NET,1934,0.5577505407354001
AUT,AWK,104,0.029992790194664744
AUT,ActionScript,338,0.09747656813266042
AUT,Android,7459,2.1511175198269648
AUT,Assembly,113,0.03258832011535689
AUT,Bash,651,0.1877433309300649
AUT,BlackBerry,88,0.025378514780100937
AUT,C,1670,0.4816149963950973
AUT,C#,10730,3.094448449891853
AUT,C++,4544,1.3104542177361211
AUT,COBOL,5,0.0014419610670511895
AUT,CSS,3388,0.9770728190338861
AUT,CUDA,61,0.017591925018024514
AUT,Clojure,78,0.022494592645998557
AUT,CoffeeScript,67,0.019322278298485943
AUT,D,12,0.003460706560922855
AUT,Dart,2423,0.6987743330930065
AUT,Delphi,171,0.049315068493150684
AUT,Erlang,36,0.010382119682768566
AUT,F#,122,0.03518385003604903
AUT,Flash,198,0.05710165825522711
AUT,Flex,168,0.04844989185291997
AUT,Fortran,295,0.08507570295602018
AUT,Go,139,0.040086517664023075
AUT,Groovy,471,0.13583273251622205
AUT,HTML,4396,1.267772170151406
AUT,Haskell,372,0.1072819033886085
AUT,Java,11487,3.312761355443403
AUT,JavaScript,8456,2.438644556596972
AUT,Julia,2,0.0005767844268204759
AUT,LaTeX,95,0.0273972602739726
AUT,Lisp,13,0.003749098774333093
AUT,Lua,64,0.018457101658255228
AUT,MATLAB,442,0.12746935832732517
AUT,Mathematica,29,0.0083633741888969
AUT,Objective-C,1863,0.5372746935832733
AUT,Other,255665,73.73179524152847
AUT,PHP,8096,2.334823359769286
AUT,Pascal,9,0.0025955299206921415
AUT,Perl,334,0.09632299927901947
AUT,PowerShell,147,0.042393655371304975
AUT,Python,3986,1.1495313626532084
AUT,R,1400,0.40374909877433307
AUT,Ruby,2054,0.5923576063446286
AUT,Rust,25,0.007209805335255948
AUT,SASS,105,0.03028118240807498
AUT,SQL,3516,1.0139870223503966
AUT,SVG,157,0.045277577505407354
AUT,Scala,529,0.15255948089401586
AUT,Scheme,12,0.003460706560922855
AUT,Silverlight,180,0.05191059841384282
AUT,Smalltalk,4,0.0011535688536409518
AUT,Swift,753,0.21715933669790916
AUT,Tcl,20,0.005767844268204758
AUT,TypeScript,874,0.25205479452054796
AUT,VB.NET,847,0.24426820475847152
AUT,VB6,52,0.014996395097332372
AUT,VBA,419,0.12083633741888969
AUT,VBScript,114,0.03287671232876712
AUT,XSLT,117,0.03374188896899784
AUT,iOS,3183,0.9179524152847873
AUT,iPhone,1668,0.48103821196827684
AZE,ASP.NET,316,1.7159923975020364
AZE,AWK,3,0.01629106706489275
AZE,ActionScript,12,0.065164268259571
AZE,Android,305,1.6562584849307629
AZE,Bash,34,0.18463209340211784
AZE,C,16,0.08688569101276133
AZE,C#,1023,5.555253869128428
AZE,C++,67,0.3638338311159381
AZE,CSS,191,1.0371979364648385
AZE,CoffeeScript,3,0.01629106706489275
AZE,Delphi,34,0.18463209340211784
AZE,Flash,10,0.054303556882975834
AZE,Flex,28,0.15204995927233234
AZE,Go,1,0.005430355688297583
AZE,Groovy,7,0.038012489818083084
AZE,HTML,370,2.0092316046701058
AZE,Haskell,3,0.01629106706489275
AZE,Java,509,2.76405104534347
AZE,JavaScript,813,4.414879174585935
AZE,MATLAB,2,0.010860711376595167
AZE,Objective-C,51,0.27694814010317675
AZE,Other,12871,69.8941080640782
AZE,PHP,901,4.892750475156123
AZE,Pascal,6,0.0325821341297855
AZE,Perl,2,0.010860711376595167
AZE,PowerShell,2,0.010860711376595167
AZE,Python,84,0.456149877816997
AZE,R,1,0.005430355688297583
AZE,Ruby,154,0.8362747759978278
AZE,SASS,1,0.005430355688297583
AZE,SQL,375,2.036383383111594
AZE,SVG,2,0.010860711376595167
AZE,Scala,4,0.021721422753190334
AZE,Silverlight,25,0.13575889220743959
AZE,Swift,27,0.14661960358403475
AZE,TypeScript,2,0.010860711376595167
AZE,VB.NET,23,0.12489818083084442
AZE,VBA,3,0.01629106706489275
AZE,VBScript,1,0.005430355688297583
AZE,iOS,75,0.40727667662231876
AZE,iPhone,58,0.31496062992125984
BDI,Android,1,0.6410256410256411
BDI,Java,13,8.333333333333334
BDI,JavaScript,2,1.2820512820512822
BDI,Other,129,82.6923076923077
BDI,PHP,3,1.9230769230769231
BDI,Python,7,4.487179487179487
BDI,R,1,0.6410256410256411
BEL,ASP.NET,3818,0.8329878913494054
BEL,AWK,87,0.01898112795898331
BEL,ActionScript,787,0.17170284716919385
BEL,Android,6284,1.3710046907385185
BEL,Assembly,388,0.08465146721937385
BEL,Bash,720,0.15708519690193085
BEL,BlackBerry,26,0.005672520999236391
BEL,C,2136,0.46601941747572817
BEL,C#,16471,3.593542053016254
BEL,C++,7578,1.653321697392822
BEL,COBOL,14,0.003054434384204211
BEL,CSS,6332,1.3814770371986473
BEL,CUDA,51,0.011126868113886768
BEL,Clojure,94,0.020508345151085416
BEL,CoffeeScript,111,0.02421730118904767
BEL,D,88,0.019199301843569324
BEL,Dart,73,0.015926693574779098
BEL,Delphi,1067,0.23279153485327805
BEL,Erlang,76,0.016581215228537144
BEL,F#,38,0.008290607614268572
BEL,Flash,570,0.12435911421402858
BEL,Flex,1048,0.2286462310461438
BEL,Fortran,37,0.008072433729682558
BEL,Go,112,0.024435475073633688
BEL,Groovy,144,0.03141703938038617
BEL,HTML,7815,1.7050289080397076
BEL,Haskell,317,0.06916112141376678
BEL,Java,17879,3.900730882513363
BEL,JavaScript,15231,3.3230064361295955
BEL,Julia,5,0.0010908694229300752
BEL,LaTeX,97,0.02116286680484346
BEL,Lisp,38,0.008290607614268572
BEL,Lua,276,0.06021599214574015
BEL,MATLAB,780,0.17017562997709174
BEL,Mathematica,11,0.0023999127304461655
BEL,Objective-C,1821,0.3972946438311334
BEL,Other,327436,71.43798407330642
BEL,PHP,12468,2.7201919930184357
BEL,Pascal,17,0.003708956037962256
BEL,Perl,359,0.0783244245663794
BEL,PowerShell,838,0.18282971528308062
BEL,Python,4891,1.0670884695101996
BEL,R,1902,0.41496672848260063
BEL,Ruby,4036,0.8805497981891568
BEL,Rust,57,0.012435911421402858
BEL,SASS,117,0.025526344496563762
BEL,SQL,4673,1.0195265626704484
BEL,SVG,184,0.04014399476382677
BEL,Scala,653,0.14246754663466782
BEL,Scheme,64,0.013963128613504964
BEL,Silverlight,358,0.07810625068179339
BEL,Smalltalk,61,0.013308606959746918
BEL,Swift,633,0.13810406894294752
BEL,Tcl,14,0.003054434384204211
BEL,TypeScript,246,0.0536707756081597
BEL,VB.NET,1596,0.34820551979928005
BEL,VB6,68,0.014835824151849024
BEL,VBA,573,0.12501363586778663
BEL,VBScript,89,0.019417475728155338
BEL,XSLT,303,0.06610668702956256
BEL,iOS,2832,0.6178684411475946
BEL,iPhone,1462,0.318970219264754
BEN,ASP.NET,4,0.6837606837606838
BEN,Android,10,1.7094017094017093
BEN,C,1,0.17094017094017094
BEN,C#,4,0.6837606837606838
BEN,C++,5,0.8547008547008547
BEN,CSS,5,0.8547008547008547
BEN,HTML,5,0.8547008547008547
BEN,Java,32,5.47008547008547
BEN,JavaScript,28,4.786324786324786
BEN,Other,436,74.52991452991454
BEN,PHP,34,5.811965811965812
BEN,Perl,3,0.5128205128205128
BEN,Python,3,0.5128205128205128
BEN,R,1,0.17094017094017094
BEN,SQL,8,1.3675213675213675
BEN,iOS,6,1.0256410256410255
BFA,ASP.NET,4,0.7407407407407407
BFA,Android,2,0.37037037037037035
BFA,Bash,1,0.18518518518518517
BFA,C#,2,0.37037037037037035
BFA,CSS,3,0.5555555555555556
BFA,Delphi,1,0.18518518518518517
BFA,HTML,6,1.1111111111111112
BFA,Java,3,0.5555555555555556
BFA,JavaScript,35,6.481481481481482
BFA,Lua,3,0.5555555555555556
BFA,MATLAB,1,0.18518518518518517
BFA,Other,412,76.29629629629629
BFA,PHP,3,0.5555555555555556
BFA,Python,34,6.296296296296297
BFA,R,1,0.18518518518518517
BFA,Ruby,1,0.18518518518518517
BFA,SQL,6,1.1111111111111112
BFA,VB.NET,20,3.7037037037037037
BFA,VB6,1,0.18518518518518517
BFA,iPhone,1,0.18518518518518517
BGD,ASP.NET,1514,0.7422187143046234
BGD,AWK,66,0.032355637479593885
BGD,ActionScript,176,0.0862816999455837
BGD,Android,8317,4.077300559360339
BGD,Assembly,27,0.013236397150742953
BGD,Bash,751,0.3681679355632577
BGD,BlackBerry,33,0.016177818739796943
BGD,C,1407,0.6897633626331606
BGD,C#,3748,1.8374080192957256
BGD,C++,1738,0.852031786962639
BGD,CSS,3569,1.749655608555615
BGD,CUDA,12,0.005882843178107979
BGD,Clojure,4,0.0019609477260359933
BGD,CoffeeScript,8,0.0039218954520719865
BGD,D,1,0.0004902369315089983
BGD,Delphi,8,0.0039218954520719865
BGD,Erlang,4,0.0019609477260359933
BGD,F#,9,0.004412132383580985
BGD,Flash,107,0.05245535167146282
BGD,Flex,47,0.02304113578092292
BGD,Fortran,4,0.0019609477260359933
BGD,Go,42,0.020589951123377928
BGD,Groovy,27,0.013236397150742953
BGD,HTML,5514,2.703166440340617
BGD,Haskell,5,0.0024511846575449915
BGD,Java,6720,3.2943921797404685
BGD,JavaScript,9628,4.720001176568636
BGD,LaTeX,7,0.0034316585205629883
BGD,Lisp,7,0.0034316585205629883
BGD,Lua,8,0.0039218954520719865
BGD,MATLAB,71,0.03480682213713888
BGD,Mathematica,6,0.0029414215890539897
BGD,Objective-C,1469,0.7201580523867185
BGD,Other,132367,64.89119191305157
BGD,PHP,12693,6.222577371643715
BGD,Pascal,1,0.0004902369315089983
BGD,Perl,109,0.05343582553448081
BGD,PowerShell,13,0.0063730801096169775
BGD,Python,2849,1.3966850178691361
BGD,R,60,0.0294142158905399
BGD,Ruby,1749,0.857424393209238
BGD,Rust,3,0.0014707107945269948
BGD,SASS,20,0.009804738630179966
BGD,SQL,4485,2.198712637817857
BGD,SVG,31,0.015197344876778948
BGD,Scala,43,0.021080188054886928
BGD,Scheme,5,0.0024511846575449915
BGD,Silverlight,42,0.020589951123377928
BGD,Swift,476,0.2333527793982832
BGD,Tcl,10,0.004902369315089983
BGD,TypeScript,49,0.024021609643940917
BGD,VB.NET,180,0.0882426476716197
BGD,VB6,27,0.013236397150742953
BGD,VBA,123,0.06029914257560679
BGD,VBScript,19,0.009314501698670968
BGD,XSLT,9,0.004412132383580985
BGD,iOS,2382,1.167744370854434
BGD,iPhone,1184,0.5804405269066539
BGR,ASP.NET,5104,2.0191151338692324
BGR,AWK,19,0.007516298499905058
BGR,ActionScript,198,0.07832774226216849
BGR,Android,4360,1.7247927083992658
BGR,Assembly,58,0.022944490157604913
BGR,Bash,256,0.1012722324197734
BGR,BlackBerry,11,0.004351541236787138
BGR,C,1519,0.6009082853345148
BGR,C#,14085,5.571950756376986
BGR,C++,2828,1.1187416925121842
BGR,CSS,2327,0.9205487689094246
BGR,CUDA,8,0.0031647572631179188
BGR,Clojure,107,0.042328628394202164
BGR,CoffeeScript,37,0.014637002341920375
BGR,D,5,0.0019779732894486994
BGR,Dart,25,0.009889866447243496
BGR,Delphi,285,0.11274447749857586
BGR,Erlang,18,0.007120703842015318
BGR,F#,33,0.013054623710361415
BGR,Flash,143,0.0565700360782328
BGR,Flex,141,0.05577884676245332
BGR,Fortran,5,0.0019779732894486994
BGR,Go,41,0.016219380973479334
BGR,Groovy,78,0.030856383315399707
BGR,HTML,3705,1.4656782074814863
BGR,Haskell,42,0.016614975631369076
BGR,Java,11630,4.600765871257675
BGR,JavaScript,8821,3.489540477245395
BGR,LaTeX,11,0.004351541236787138
BGR,Lisp,18,0.007120703842015318
BGR,Lua,36,0.014241407684030635
BGR,MATLAB,50,0.019779732894486993
BGR,Mathematica,3,0.0011867839736692195
BGR,Objective-C,679,0.26860877270713335
BGR,Other,180409,71.36883663523008
BGR,PHP,6883,2.7228780302550795
BGR,Pascal,9,0.003560351921007659
BGR,Perl,115,0.045493385657320085
BGR,PowerShell,74,0.02927400468384075
BGR,Python,1305,0.5162510285461105
BGR,R,21,0.008307487815684538
BGR,Ruby,832,0.32913475536426356
BGR,SASS,62,0.02452686878916387
BGR,SQL,2596,1.0269637318817646
BGR,SVG,59,0.02334008481549465
BGR,Scala,84,0.03322995126273815
BGR,Scheme,16,0.0063295145262358375
BGR,Silverlight,236,0.0933603392619786
BGR,Smalltalk,1,0.00039559465788973984
BGR,Swift,200,0.07911893157794797
BGR,TypeScript,92,0.036394708525856065
BGR,VB.NET,519,0.205313627444775
BGR,VB6,288,0.11393126147224508
BGR,VBA,175,0.06922906513070448
BGR,VBScript,174,0.06883347047281474
BGR,XSLT,45,0.017801759605038294
BGR,iOS,1302,0.5150642445724413
BGR,iPhone,601,0.23775238939173365
BHR,ASP.NET,48,0.7986688851913477
BHR,ActionScript,9,0.1497504159733777
BHR,Android,402,6.688851913477538
BHR,Assembly,1,0.016638935108153077
BHR,Bash,15,0.24958402662229617
BHR,BlackBerry,1,0.016638935108153077
BHR,C,6,0.09983361064891846
BHR,C#,118,1.9633943427620633
BHR,C++,16,0.26622296173044924
BHR,COBOL,1,0.016638935108153077
BHR,CSS,87,1.4475873544093179
BHR,Delphi,22,0.36605657237936773
BHR,Flash,12,0.19966722129783693
BHR,Groovy,7,0.11647254575707154
BHR,HTML,138,2.296173044925125
BHR,Java,210,3.4941763727121464
