tag,year,count,freq
SASS,2015,4040,0.0002452228881817621
SASS,2016,3716,0.0003134213764006018
SQL,2008,5253,0.00655365878306304
SQL,2009,35286,0.009484260095471552
SQL,2010,70579,0.011344891849082831
SQL,2011,126979,0.012465007538650123
SQL,2012,168053,0.012718739685838736
SQL,2013,202996,0.012745946677694115
SQL,2014,203482,0.01264114371033801
SQL,2015,188365,0.011433517161474659
SQL,2016,129849,0.010951951642691533
SVG,2008,146,0.00018215004422752787
SVG,2009,514,0.0001381542166602159
SVG,2010,1240,0.00019931801092198403
SVG,2011,2815,0.0002763370023492081
SVG,2012,5236,0.00039627570465895653
SVG,2013,7314,0.00045923985694621946
SVG,2014,9290,0.000577133235711464
SVG,2015,10916,0.0006625873879683453
SVG,2016,8029,0.0006771959717762195
Scala,2008,89,0.00011103667079623274
Scala,2009,2247,0.0006039543284737454
Scala,2010,7193,0.001156205203678896
Scala,2011,13411,0.0013165028555968846
Scala,2012,15413,0.0011665006562086512
Scala,2013,21946,0.001377970727446231
Scala,2014,25706,0.0015969630739718936
Scala,2015,30982,0.0018805681984275628
Scala,2016,23266,0.0019623416962692144
Scheme,2008,334,0.00041669941624653635
Scheme,2009,1000,0.00026878252268524493
Scheme,2010,1423,0.00022873349156611556
Scheme,2011,1771,0.00017385180503035438
Scheme,2012,2305,0.00017444910222285997
Scheme,2013,2982,0.0001872372509452593
Scheme,2014,2298,0.00014276126756350313
Scheme,2015,1974,0.00011981930229475208
Scheme,2016,1287,0.00010855040673508463
Silverlight,2008,1308,0.0016318647797918249
Silverlight,2009,8207,0.0022058981636778052
Silverlight,2010,16597,0.002667807280058201
Silverlight,2011,20828,0.002044599319690695
Silverlight,2012,11845,0.0008964640415747403
Silverlight,2013,5827,0.00036587238808116225
Silverlight,2014,3727,0.00023153665979511583
Silverlight,2015,1896,0.00011508480098827252
Silverlight,2016,747,6.300478153155262e-05
Smalltalk,2008,110,0.00013723633469197306
Smalltalk,2009,411,0.00011046961682363565
Smalltalk,2010,365,5.867022095687433e-05
Smalltalk,2011,595,5.8408709199921426e-05
Smalltalk,2012,470,3.557096661377188e-05
Smalltalk,2013,753,4.728023137551316e-05
Smalltalk,2014,495,3.0751447973861644e-05
Smalltalk,2015,497,3.0167271145132616e-05
Smalltalk,2016,302,2.5471812613827164e-05
Swift,2009,52,1.3976691179632735e-05
Swift,2010,75,1.205552485415226e-05
Swift,2011,99,9.718423883684406e-06
Swift,2012,135,1.0217192537998307e-05
Swift,2013,186,1.1678782252118789e-05
Swift,2014,36297,0.002254919812337891
Swift,2015,120164,0.0072938027563052635
Swift,2016,97833,0.008251602130624347
Tcl,2008,54,6.737056430333223e-05
Tcl,2009,354,9.51490130305767e-05
Tcl,2010,609,9.789086181571635e-05
Tcl,2011,965,9.47300913914692e-05
Tcl,2012,1554,0.00011761123854851384
Tcl,2013,2349,0.00014749171779691953
Tcl,2014,2202,0.00013679735038069361
Tcl,2015,2042,0.00012394681625424708
Tcl,2016,1536,0.0001295520005789355
TypeScript,2012,1339,0.00010133941339540543
TypeScript,2013,2895,0.00018177459473055855
TypeScript,2014,3866,0.00024017191488272547
TypeScript,2015,7664,0.00046519510272896656
TypeScript,2016,18934,0.0015969645696364354
VB.NET,2008,4072,0.0050802395896883115
VB.NET,2009,17581,0.004725465531329291
VB.NET,2010,22365,0.003594957511508204
VB.NET,2011,29897,0.0029348658469748757
VB.NET,2012,33777,0.002556341573007176
VB.NET,2013,45259,0.0028417742255303453
VB.NET,2014,42367,0.002632013325875952
VB.NET,2015,35284,0.0021416941551003206
VB.NET,2016,23146,0.001952220446223985
VB6,2008,1024,0.0012775455156780037
VB6,2009,3256,0.0008751558938631574
VB6,2010,3243,0.0005212808946935437
VB6,2011,3228,0.00031687951814680064
VB6,2012,3311,0.00025058610735786957
VB6,2013,3245,0.00020375079789314768
VB6,2014,2715,0.00016866703282633204
VB6,2015,2094,0.0001271031504585668
VB6,2016,1425,0.00012018984428709836
VBA,2008,679,0.00084712246596227
VBA,2009,3879,0.001042607405496065
VBA,2010,4931,0.0007926105740776639
VBA,2011,7662,0.000752147109058484
VBA,2012,12042,0.0009113735743894489
VBA,2013,21893,0.001374642902395896
VBA,2014,30369,0.0018866479262994024
VBA,2015,42801,0.002597966543828614
VBA,2016,34350,0.0028972078254468976
VBScript,2008,593,0.0007398286042940001
VBScript,2009,1751,0.00047063819722186384
VBScript,2010,2272,0.00036520203291511916
VBScript,2011,3001,0.000294595859342797
VBScript,2012,4392,0.0003323993305695449
VBScript,2013,5828,0.0003659351772330554
VBScript,2014,5911,0.00036721577570403264
VBScript,2015,5701,0.0003460434865158975
VBScript,2016,3771,0.00031806028267133187
XSLT,2008,870,0.0010854146471092414
XSLT,2009,4134,0.0011111469487808025
XSLT,2010,6063,0.0009745686292096687
XSLT,2011,8860,0.0008697498546408468
XSLT,2012,10243,0.0007752200234571604
XSLT,2013,11107,0.0006973991100767924
XSLT,2014,9999,0.0006211792490720051
XSLT,2015,8515,0.0005168497259573526
XSLT,2016,5566,0.0004694573145978874
iOS,2008,284,0.00035431926411382133
iOS,2009,1595,0.00042870812368296565
iOS,2010,9081,0.0014596829493407557
iOS,2011,85318,0.008375318069779657
iOS,2012,183343,0.013875931344401656
iOS,2013,211736,0.013294723865239912
iOS,2014,222320,0.013811438209189737
iOS,2015,244289,0.014828033200751111
iOS,2016,155951,0.013153492215029669
iPhone,2008,2282,0.0028470301433371134
iPhone,2009,39219,0.01054138175719262
iPhone,2010,100039,0.016080302011793838
iPhone,2011,153890,0.015106750014749426
iPhone,2012,128288,0.009709208861590568
iPhone,2013,82507,0.005180544555244973
iPhone,2014,42194,0.0026212658501194304
iPhone,2015,34843,0.0021149260130983016
iPhone,2016,17961,0.0015148981005197008
